Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,2689324..2689620,Peak,2689481,297,12.03678461,1.14E-33,SAOUHSC_02923,0,SAOUHSC_02924,0
NCTC8325 Genomic sequence,2142173..2142464,Peak,2142325,292,12.02607361,1.30E-33,SAOUHSC_02310,1740,SAOUHSC_02311,0
NCTC8325 Genomic sequence,2806034..2806373,Peak,2806174,340,11.99269137,1.94E-33,SAOUHSC_03033,11,SAOUHSC_03034,0
NCTC8325 Genomic sequence,2235..2578,Peak,2442,344,11.98552635,2.12E-33,SAOUHSC_00002,0,SAOUHSC_00003,1091
NCTC8325 Genomic sequence,2198121..2198485,Peak,2198346,365,11.93750105,3.77E-33,SAOUHSC_02373,993,SAOUHSC_02374,0
NCTC8325 Genomic sequence,704867..705158,Peak,705007,292,11.86831638,8.65E-33,SAOUHSC_00720,602,SAOUHSC_00721,0
NCTC8325 Genomic sequence,1122059..1122375,Peak,1122241,317,11.8229665,1.49E-32,carB,0,SAOUHSC_01171,0
NCTC8325 Genomic sequence,2322650..2322951,Peak,2322790,302,11.80990269,1.74E-32,SAOUHSC_02516,2394,SAOUHSC_02517,0
NCTC8325 Genomic sequence,1915974..1916268,Peak,1916131,295,11.74884251,3.58E-32,SAOUHSC_02004,1278,SAOUHSC_02005,0
NCTC8325 Genomic sequence,72932..73227,Peak,73072,296,11.74157733,3.90E-32,SAOUHSC_00067,0,SAOUHSC_00069,201
NCTC8325 Genomic sequence,17052..17400,Peak,17262,349,11.72119238,4.96E-32,SAOUHSC_00013,0,SAOUHSC_00014,0
NCTC8325 Genomic sequence,852407..852756,Peak,852618,350,11.70745466,5.84E-32,SAOUHSC_00888,847,SAOUHSC_00889,0
NCTC8325 Genomic sequence,901730..902127,Peak,901870,398,11.68619919,7.50E-32,SAOUHSC_00929,0,SAOUHSC_00930,550
NCTC8325 Genomic sequence,1087421..1087838,Peak,1087699,418,11.65103221,1.13E-31,SAOUHSC_01134,0,SAOUHSC_T0006,167
NCTC8325 Genomic sequence,41867..42154,Peak,42015,288,11.63498523,1.37E-31,SAOUHSC_00037,0,SAOUHSC_00038,126
NCTC8325 Genomic sequence,521102..521387,Peak,521242,286,11.5909741,2.29E-31,rplL,0,SAOUHSC_00523,0
NCTC8325 Genomic sequence,289204..289497,Peak,289367,294,11.58453431,2.47E-31,SAOUHSC_00268,0,SAOUHSC_00269,0
NCTC8325 Genomic sequence,1017932..1018348,Peak,1018209,417,11.54818335,3.77E-31,SAOUHSC_01049,0,SAOUHSC_01050,0
NCTC8325 Genomic sequence,297013..297393,Peak,297254,381,11.54479589,3.92E-31,SAOUHSC_00280,881,SAOUHSC_00281,0
NCTC8325 Genomic sequence,1657035..1657376,Peak,1657237,342,11.48978234,7.42E-31,SAOUHSC_01752,123,obgE,0
NCTC8325 Genomic sequence,2132818..2133148,Peak,2132958,331,11.47096562,9.23E-31,SAOUHSC_02298,118,SAOUHSC_02299,0
NCTC8325 Genomic sequence,2612529..2612822,Peak,2612669,294,11.45333804,1.13E-30,SAOUHSC_02833,736,SAOUHSC_02834,0
NCTC8325 Genomic sequence,1236604..1236941,Peak,1236804,338,11.43614091,1.38E-30,SAOUHSC_01278,0,SAOUHSC_01279,0
NCTC8325 Genomic sequence,1747147..1747446,Peak,1747307,300,11.42494714,1.57E-30,SAOUHSC_01840,0,SAOUHSC_01841,0
NCTC8325 Genomic sequence,2025144..2025501,Peak,2025362,358,11.41765339,1.71E-30,SAOUHSC_02152,383,SAOUHSC_02153,0
NCTC8325 Genomic sequence,953064..953357,Peak,953204,294,11.41015834,1.86E-30,SAOUHSC_00981,68,SAOUHSC_00982,0
NCTC8325 Genomic sequence,1740418..1740710,Peak,1740571,293,11.41009546,1.86E-30,SAOUHSC_01834,699,SAOUHSC_01835,0
NCTC8325 Genomic sequence,2163408..2163734,Peak,2163544,327,11.30969754,5.88E-30,SAOUHSC_02333,90,SAOUHSC_02334,0
NCTC8325 Genomic sequence,1968019..1968332,Peak,1968156,314,11.26125678,1.02E-29,SAOUHSC_02090,0,SAOUHSC_02091,46
NCTC8325 Genomic sequence,14473..14756,Peak,14617,284,11.23892676,1.31E-29,SAOUHSC_00009,400,SAOUHSC_00010,0
NCTC8325 Genomic sequence,876614..876940,Peak,876806,327,11.23866613,1.32E-29,SAOUHSC_00906,44,SAOUHSC_00907,0
NCTC8325 Genomic sequence,1019369..1019653,Peak,1019514,285,11.23180977,1.42E-29,SAOUHSC_01050,71,SAOUHSC_01051,0
NCTC8325 Genomic sequence,2599835..2600122,Peak,2599975,288,11.21248255,1.77E-29,SAOUHSC_02821,285,SAOUHSC_02822,0
NCTC8325 Genomic sequence,1744186..1744493,Peak,1744355,308,11.19191407,2.23E-29,SAOUHSC_01838,0,SAOUHSC_01839,173
NCTC8325 Genomic sequence,1342511..1342835,Peak,1342696,325,11.18873467,2.32E-29,SAOUHSC_01399,0,SAOUHSC_01400,0
NCTC8325 Genomic sequence,2332086..2332379,Peak,2332214,294,11.16259277,3.11E-29,SAOUHSC_02527,386,SAOUHSC_02528,0
NCTC8325 Genomic sequence,745163..745465,Peak,745303,303,11.11575711,5.26E-29,SAOUHSC_00762,0,SAOUHSC_00763,146
NCTC8325 Genomic sequence,1021346..1021637,Peak,1021466,292,11.0987471,6.36E-29,SAOUHSC_01051,1346,SAOUHSC_01053,0
NCTC8325 Genomic sequence,762422..762731,Peak,762562,310,11.04133727,1.21E-28,uvrA,0,SAOUHSC_00781,438
NCTC8325 Genomic sequence,2196603..2196917,Peak,2196779,315,10.92865138,4.20E-28,SAOUHSC_02372,1067,SAOUHSC_02373,0
NCTC8325 Genomic sequence,68914..69195,Peak,69050,282,10.91176087,5.06E-28,SAOUHSC_00061,886,SAOUHSC_00062,0
NCTC8325 Genomic sequence,1416380..1416731,Peak,1416592,352,10.90573793,5.41E-28,SAOUHSC_01456,0,SAOUHSC_01459,181
NCTC8325 Genomic sequence,65864..66132,Peak,66014,269,10.86864951,8.13E-28,SAOUHSC_00058,2091,SAOUHSC_00060,0
NCTC8325 Genomic sequence,2193442..2193740,Peak,2193601,299,10.8576443,9.17E-28,SAOUHSC_02369,906,SAOUHSC_02370,0
NCTC8325 Genomic sequence,1911120..1911439,Peak,1911305,320,10.85625878,9.31E-28,SAOUHSC_02001,0,SAOUHSC_02002,585
NCTC8325 Genomic sequence,534696..535110,Peak,534836,415,10.82815033,1.27E-27,SAOUHSC_00530,181,SAOUHSC_00531,0
NCTC8325 Genomic sequence,2457139..2457428,Peak,2457289,290,10.81884847,1.40E-27,SAOUHSC_02672,0,SAOUHSC_02674,471
NCTC8325 Genomic sequence,2531430..2531748,Peak,2531570,319,10.81347485,1.49E-27,SAOUHSC_02752,961,SAOUHSC_02753,0
NCTC8325 Genomic sequence,2100635..2100961,Peak,2100775,327,10.77637612,2.23E-27,SAOUHSC_02269,96,SAOUHSC_02270,0
NCTC8325 Genomic sequence,1791314..1791630,Peak,1791454,317,10.77102263,2.36E-27,leuS,78,SAOUHSC_01876,0
NCTC8325 Genomic sequence,2815339..2815637,Peak,2815501,299,10.75840266,2.71E-27,SAOUHSC_03048,319,SAOUHSC_03049,0
NCTC8325 Genomic sequence,35386..35664,Peak,35527,279,10.72971368,3.69E-27,SAOUHSC_00030,0,SAOUHSC_00031,886
NCTC8325 Genomic sequence,971841..972143,Peak,972025,303,10.72475723,3.90E-27,SAOUHSC_00998,0,SAOUHSC_00999,452
NCTC8325 Genomic sequence,2245856..2246179,Peak,2246040,324,10.57460026,1.95E-26,SAOUHSC_02416,1131,SAOUHSC_02417,0
NCTC8325 Genomic sequence,360331..360619,Peak,360480,289,10.56656396,2.13E-26,SAOUHSC_00346,221,SAOUHSC_00347,0
NCTC8325 Genomic sequence,1518250..1518629,Peak,1518490,380,10.54312138,2.73E-26,SAOUHSC_01591,366,SAOUHSC_01592,0
NCTC8325 Genomic sequence,1582973..1583298,Peak,1583159,326,10.51626494,3.64E-26,era,283,SAOUHSC_01670,0
NCTC8325 Genomic sequence,1778252..1778564,Peak,1778425,313,10.50315846,4.18E-26,SAOUHSC_01870,119,SAOUHSC_01871,0
NCTC8325 Genomic sequence,328608..328856,Peak,328737,249,10.43212644,8.84E-26,SAOUHSC_00312,1941,SAOUHSC_00313,0
NCTC8325 Genomic sequence,2236991..2237262,Peak,2237123,272,10.40714904,1.15E-25,SAOUHSC_02407,1029,SAOUHSC_02409,0
NCTC8325 Genomic sequence,1526765..1527127,Peak,1526990,363,10.38348875,1.47E-25,SAOUHSC_01600,636,SAOUHSC_01601,0
NCTC8325 Genomic sequence,932817..933171,Peak,933035,355,10.37124927,1.68E-25,SAOUHSC_00957,0,SAOUHSC_00958,0
NCTC8325 Genomic sequence,1167271..1167576,Peak,1167440,306,10.36108747,1.86E-25,sucC,0,SAOUHSC_01218,497
NCTC8325 Genomic sequence,69779..70132,Peak,69917,354,10.32422073,2.74E-25,SAOUHSC_00064,0,SAOUHSC_00065,640
NCTC8325 Genomic sequence,1561332..1561674,Peak,1561539,343,10.20832649,9.10E-25,SAOUHSC_01645,40,SAOUHSC_01646,0
NCTC8325 Genomic sequence,726277..726619,Peak,726480,343,10.19208917,1.08E-24,SAOUHSC_00740,428,nrdI,161
NCTC8325 Genomic sequence,1179533..1179824,Peak,1179685,292,10.17171152,1.33E-24,hslU,0,SAOUHSC_01228,0
NCTC8325 Genomic sequence,2482694..2482972,Peak,2482833,279,10.16707332,1.39E-24,SAOUHSC_02698,693,SAOUHSC_02699,0
NCTC8325 Genomic sequence,1458720..1459047,Peak,1458860,328,10.12616143,2.12E-24,SAOUHSC_01505,89,SAOUHSC_01507,0
NCTC8325 Genomic sequence,770943..771227,Peak,771082,285,10.09157063,3.01E-24,SAOUHSC_00789,0,SAOUHSC_T0005,927
NCTC8325 Genomic sequence,635825..636205,Peak,636066,381,10.09140554,3.02E-24,SAOUHSC_00645,1411,SAOUHSC_00646,0
NCTC8325 Genomic sequence,2399884..2400238,Peak,2400024,355,10.07059768,3.73E-24,SAOUHSC_02609,0,SAOUHSC_02610,0
NCTC8325 Genomic sequence,1238866..1239162,Peak,1239006,297,9.975151226,9.79E-24,SAOUHSC_01281,0,SAOUHSC_01282,0
NCTC8325 Genomic sequence,1859741..1860088,Peak,1859881,348,9.919788145,1.71E-23,SAOUHSC_01953,1852,SAOUHSC_01954,0
NCTC8325 Genomic sequence,1349384..1349719,Peak,1349580,336,9.904588168,1.99E-23,SAOUHSC_01408,539,SAOUHSC_01409,0
NCTC8325 Genomic sequence,835761..836096,Peak,835959,336,9.89400706,2.21E-23,SAOUHSC_00870,0,SAOUHSC_00871,864
NCTC8325 Genomic sequence,102020..102298,Peak,102166,279,9.878781448,2.57E-23,SAOUHSC_00094,965,SAOUHSC_00096,0
NCTC8325 Genomic sequence,2746056..2746389,Peak,2746252,334,9.843023141,3.67E-23,SAOUHSC_02979,0,SAOUHSC_02980,5
NCTC8325 Genomic sequence,1520087..1520379,Peak,1520240,293,9.842740591,3.68E-23,SAOUHSC_01594,68,SAOUHSC_01595,0
NCTC8325 Genomic sequence,926590..926869,Peak,926730,280,9.773763513,7.30E-23,SAOUHSC_00951,995,SAOUHSC_00952,0
NCTC8325 Genomic sequence,143273..143536,Peak,143404,264,9.76331012,8.09E-23,SAOUHSC_00137,0,SAOUHSC_00138,0
NCTC8325 Genomic sequence,961408..961749,Peak,961530,342,9.733063013,1.09E-22,SAOUHSC_00988,981,SAOUHSC_00989,0
NCTC8325 Genomic sequence,1140212..1140494,Peak,1140357,283,9.715408353,1.30E-22,SAOUHSC_01187,14,SAOUHSC_01188,0
NCTC8325 Genomic sequence,1761032..1761379,Peak,1761172,348,9.715146353,1.30E-22,SAOUHSC_01853,1500,SAOUHSC_01854,0
NCTC8325 Genomic sequence,2195362..2195676,Peak,2195498,315,9.687314472,1.71E-22,SAOUHSC_02371,627,SAOUHSC_02372,0
NCTC8325 Genomic sequence,1320731..1321007,Peak,1320869,277,9.664303971,2.14E-22,SAOUHSC_01375,0,SAOUHSC_01376,106
NCTC8325 Genomic sequence,1800795..1801125,Peak,1800934,331,9.643077779,2.63E-22,SAOUHSC_01887,525,SAOUHSC_01888,0
NCTC8325 Genomic sequence,1062625..1062978,Peak,1062861,354,9.632881352,2.90E-22,uvrC,0,SAOUHSC_01103,1691
NCTC8325 Genomic sequence,1346905..1347192,Peak,1347045,288,9.575577145,5.06E-22,SAOUHSC_01406,0,SAOUHSC_01407,0
NCTC8325 Genomic sequence,2432663..2432932,Peak,2432809,270,9.559015581,5.94E-22,SAOUHSC_02647,33,SAOUHSC_02648,77
NCTC8325 Genomic sequence,1697524..1697868,Peak,1697658,345,9.554306219,6.22E-22,SAOUHSC_01797,1064,SAOUHSC_01798,0
NCTC8325 Genomic sequence,3393..3756,Peak,3618,364,9.546317989,6.72E-22,SAOUHSC_00002,103,SAOUHSC_00003,0
NCTC8325 Genomic sequence,2427446..2427864,Peak,2427586,419,9.545239461,6.79E-22,SAOUHSC_02640,649,SAOUHSC_02641,0
NCTC8325 Genomic sequence,1360866..1361138,Peak,1360979,273,9.541339305,7.05E-22,sucA,868,SAOUHSC_01419,0
NCTC8325 Genomic sequence,2207839..2208139,Peak,2207977,301,9.495594729,1.10E-21,SAOUHSC_02386,5,SAOUHSC_02387,50
NCTC8325 Genomic sequence,853901..854189,Peak,854053,289,9.490074108,1.15E-21,SAOUHSC_00888,2341,SAOUHSC_00889,0
NCTC8325 Genomic sequence,394457..394741,Peak,394595,285,9.427217476,2.11E-21,SAOUHSC_00391,0,SAOUHSC_00392,495
NCTC8325 Genomic sequence,2398024..2398306,Peak,2398156,283,9.409196215,2.50E-21,SAOUHSC_02606,1619,SAOUHSC_02607,0
NCTC8325 Genomic sequence,2665908..2666197,Peak,2666060,290,9.394727496,2.87E-21,SAOUHSC_02894,205,SAOUHSC_02895,0
NCTC8325 Genomic sequence,1983032..1983394,Peak,1983255,363,9.389841564,3.01E-21,SAOUHSC_02110,0,SAOUHSC_02111,0
NCTC8325 Genomic sequence,530270..530571,Peak,530434,302,9.356548749,4.12E-21,rpsL,0,SAOUHSC_00528,0
NCTC8325 Genomic sequence,2560094..2560373,Peak,2560256,280,9.340471425,4.80E-21,SAOUHSC_02786,138,SAOUHSC_02788,0
NCTC8325 Genomic sequence,361811..362166,Peak,361951,356,9.332447258,5.17E-21,rpsR,66,SAOUHSC_00351,0
NCTC8325 Genomic sequence,1299654..1300003,Peak,1299794,350,9.324596718,5.57E-21,SAOUHSC_01357,0,SAOUHSC_01358,0
NCTC8325 Genomic sequence,2759645..2759882,Peak,2759773,238,9.312862558,6.22E-21,SAOUHSC_02988,1067,secY,0
NCTC8325 Genomic sequence,836768..837100,Peak,836961,333,9.300905537,6.96E-21,SAOUHSC_00870,0,SAOUHSC_00871,0
NCTC8325 Genomic sequence,1893587..1893845,Peak,1893707,259,9.294936897,7.37E-21,SAOUHSC_01989,377,SAOUHSC_01990,0
NCTC8325 Genomic sequence,1430733..1431013,Peak,1430872,281,9.249468131,1.13E-20,SAOUHSC_01472,115,SAOUHSC_01473,0
NCTC8325 Genomic sequence,1528572..1528871,Peak,1528743,300,9.226464246,1.40E-20,SAOUHSC_01601,711,SAOUHSC_01602,0
NCTC8325 Genomic sequence,569554..569834,Peak,569694,281,9.168510221,2.40E-20,SAOUHSC_00560,352,SAOUHSC_00561,0
NCTC8325 Genomic sequence,1877162..1877556,Peak,1877433,395,9.163293253,2.52E-20,SAOUHSC_01972,950,SAOUHSC_01973,0
NCTC8325 Genomic sequence,1230720..1230987,Peak,1230849,268,9.147772003,2.91E-20,mutL,0,SAOUHSC_01274,339
NCTC8325 Genomic sequence,1310226..1310478,Peak,1310365,253,9.020348033,9.38E-20,SAOUHSC_01365,280,SAOUHSC_01366,0
NCTC8325 Genomic sequence,98751..99072,Peak,98889,322,9.013702762,9.96E-20,SAOUHSC_00092,0,SAOUHSC_00093,415
NCTC8325 Genomic sequence,1133420..1133706,Peak,1133568,287,8.951373595,1.76E-19,SAOUHSC_01181,4,SAOUHSC_01182,0
NCTC8325 Genomic sequence,430260..430556,Peak,430425,297,8.919355356,2.35E-19,SAOUHSC_00430,173,SAOUHSC_00431,0
NCTC8325 Genomic sequence,869242..869522,Peak,869381,281,8.913961073,2.46E-19,SAOUHSC_00904,0,SAOUHSC_00905,2325
NCTC8325 Genomic sequence,2173031..2173322,Peak,2173183,292,8.894518145,2.93E-19,SAOUHSC_02347,246,SAOUHSC_02349,0
NCTC8325 Genomic sequence,1213852..1214197,Peak,1214058,346,8.855058127,4.18E-19,SAOUHSC_01259,0,SAOUHSC_01260,0
NCTC8325 Genomic sequence,244279..244690,Peak,244417,412,8.850360612,4.36E-19,SAOUHSC_00223,0,ispD,559
NCTC8325 Genomic sequence,1908197..1908495,Peak,1908334,299,8.835448348,4.99E-19,SAOUHSC_01997,526,SAOUHSC_01998,0
NCTC8325 Genomic sequence,2494039..2494277,Peak,2494159,239,8.826616544,5.39E-19,SAOUHSC_02712,164,SAOUHSC_02713,0
NCTC8325 Genomic sequence,1185140..1185501,Peak,1185363,362,8.818728789,5.79E-19,SAOUHSC_01237,0,SAOUHSC_01238,0
NCTC8325 Genomic sequence,2428541..2428853,Peak,2428714,313,8.810706249,6.22E-19,SAOUHSC_02643,0,SAOUHSC_02644,0
NCTC8325 Genomic sequence,1726710..1727115,Peak,1726976,406,8.801771256,6.73E-19,SAOUHSC_01819,1417,SAOUHSC_01820,0
NCTC8325 Genomic sequence,1159557..1159846,Peak,1159697,290,8.794807557,7.17E-19,SAOUHSC_01207,256,rpsP,0
NCTC8325 Genomic sequence,866274..866561,Peak,866414,288,8.764779353,9.36E-19,pgi,82,SAOUHSC_00901,0
NCTC8325 Genomic sequence,537304..537666,Peak,537432,363,8.755783175,1.01E-18,SAOUHSC_00532,0,SAOUHSC_00533,0
NCTC8325 Genomic sequence,2721811..2722121,Peak,2721991,311,8.739530191,1.17E-18,SAOUHSC_02960,522,SAOUHSC_02961,0
NCTC8325 Genomic sequence,1723301..1723664,Peak,1723441,364,8.717451305,1.42E-18,SAOUHSC_01816,83,SAOUHSC_01817,0
NCTC8325 Genomic sequence,2382548..2382842,Peak,2382686,295,8.705277964,1.58E-18,SAOUHSC_02589,1166,SAOUHSC_02590,0
NCTC8325 Genomic sequence,2189217..2189512,Peak,2189375,296,8.652324977,2.52E-18,SAOUHSC_02366,5,SAOUHSC_02367,0
NCTC8325 Genomic sequence,2415478..2415796,Peak,2415617,319,8.641115537,2.78E-18,SAOUHSC_02626,746,SAOUHSC_02627,0
NCTC8325 Genomic sequence,1015581..1015912,Peak,1015718,332,8.617438211,3.42E-18,SAOUHSC_01047,0,SAOUHSC_01048,409
NCTC8325 Genomic sequence,1227144..1227556,Peak,1227417,413,8.592098316,4.27E-18,SAOUHSC_01272,0,mutL,1755
NCTC8325 Genomic sequence,2089843..2090239,Peak,2090100,397,8.575143676,4.95E-18,SAOUHSC_02256,188,SAOUHSC_02257,0
NCTC8325 Genomic sequence,2134026..2134353,Peak,2134231,328,8.55574673,5.86E-18,SAOUHSC_02300,544,SAOUHSC_02301,0
NCTC8325 Genomic sequence,1267538..1267822,Peak,1267678,285,8.551458406,6.08E-18,SAOUHSC_01323,0,SAOUHSC_01324,13
NCTC8325 Genomic sequence,1029948..1030233,Peak,1030094,286,8.522996284,7.77E-18,SAOUHSC_01064,0,SAOUHSC_01065,2168
NCTC8325 Genomic sequence,1901234..1901513,Peak,1901358,280,8.521303873,7.89E-18,SAOUHSC_T00036,69,SAOUHSC_T00055,0
NCTC8325 Genomic sequence,1057119..1057437,Peak,1057259,319,8.492004108,1.02E-17,SAOUHSC_01097,0,SAOUHSC_01098,246
NCTC8325 Genomic sequence,1035341..1035605,Peak,1035443,265,8.490365116,1.03E-17,SAOUHSC_01067,190,SAOUHSC_01068,0
NCTC8325 Genomic sequence,997874..998180,Peak,998011,307,8.47350931,1.19E-17,SAOUHSC_01027,0,SAOUHSC_01028,0
NCTC8325 Genomic sequence,2456563..2456878,Peak,2456739,316,8.470082016,1.23E-17,SAOUHSC_02670,1201,SAOUHSC_02671,0
NCTC8325 Genomic sequence,623095..623424,Peak,623286,330,8.429132345,1.74E-17,SAOUHSC_00633,0,SAOUHSC_00634,1147
NCTC8325 Genomic sequence,485490..485811,Peak,485673,322,8.407971314,2.09E-17,SAOUHSC_00486,4,hslO,0
NCTC8325 Genomic sequence,540217..540507,Peak,540356,291,8.407418479,2.10E-17,SAOUHSC_00534,0,SAOUHSC_00535,0
NCTC8325 Genomic sequence,1313869..1314170,Peak,1314031,302,8.380814131,2.63E-17,trpC,0,SAOUHSC_01370,23
NCTC8325 Genomic sequence,2089513..2089821,Peak,2089696,309,8.378471965,2.68E-17,SAOUHSC_02256,0,SAOUHSC_02257,0
NCTC8325 Genomic sequence,1725150..1725464,Peak,1725330,315,8.355109537,3.27E-17,SAOUHSC_01819,0,SAOUHSC_01820,73
NCTC8325 Genomic sequence,1514210..1514489,Peak,1514350,280,8.342333276,3.64E-17,SAOUHSC_01586,18,SAOUHSC_01587,0
NCTC8325 Genomic sequence,459440..459709,Peak,459577,270,8.291101969,5.61E-17,SAOUHSC_00456,88,SAOUHSC_00457,0
NCTC8325 Genomic sequence,704081..704355,Peak,704189,275,8.262303166,7.14E-17,SAOUHSC_00719,239,SAOUHSC_00720,0
NCTC8325 Genomic sequence,1291170..1291466,Peak,1291309,297,8.214589034,1.06E-16,SAOUHSC_01349,153,SAOUHSC_01350,0
NCTC8325 Genomic sequence,570862..571188,Peak,570986,327,8.200613342,1.20E-16,SAOUHSC_00561,1292,SAOUHSC_00562,0
NCTC8325 Genomic sequence,918646..918952,Peak,918815,307,8.110992083,2.51E-16,SAOUHSC_00946,0,SAOUHSC_00947,1078
NCTC8325 Genomic sequence,810318..810641,Peak,810503,324,8.109505814,2.54E-16,SAOUHSC_00836,0,SAOUHSC_00837,0
NCTC8325 Genomic sequence,518370..518643,Peak,518486,274,8.0929064,2.91E-16,SAOUHSC_00517,0,rplK,13
NCTC8325 Genomic sequence,619551..619947,Peak,619675,397,8.08875269,3.01E-16,SAOUHSC_00628,0,SAOUHSC_00629,0
NCTC8325 Genomic sequence,908484..908804,Peak,908622,321,8.083396866,3.15E-16,SAOUHSC_00936,0,SAOUHSC_00937,667
NCTC8325 Genomic sequence,2152627..2152993,Peak,2152762,367,8.055608391,3.95E-16,SAOUHSC_02317,1064,ddl,0
NCTC8325 Genomic sequence,1103633..1104026,Peak,1103888,394,7.952428946,9.14E-16,SAOUHSC_01152,0,SAOUHSC_01153,0
NCTC8325 Genomic sequence,2174667..2174943,Peak,2174813,277,7.907947906,1.31E-15,SAOUHSC_02351,228,SAOUHSC_02352,0
NCTC8325 Genomic sequence,1994835..1995120,Peak,1994991,286,7.891669717,1.49E-15,SAOUHSC_02121,135,SAOUHSC_02122,0
NCTC8325 Genomic sequence,548373..548687,Peak,548557,315,7.814920814,2.75E-15,SAOUHSC_00544,0,SAOUHSC_00545,2417
NCTC8325 Genomic sequence,940195..940498,Peak,940308,304,7.785929834,3.46E-15,SAOUHSC_00962,267,SAOUHSC_00963,0
NCTC8325 Genomic sequence,1105000..1105274,Peak,1105141,275,7.765542972,4.07E-15,SAOUHSC_01154,0,SAOUHSC_01155,0
NCTC8325 Genomic sequence,2326850..2327139,Peak,2327001,290,7.762502629,4.16E-15,SAOUHSC_02524,0,SAOUHSC_02525,10
NCTC8325 Genomic sequence,1603508..1603819,Peak,1603691,312,7.734323243,5.20E-15,holA,2131,SAOUHSC_01691,0
NCTC8325 Genomic sequence,1911856..1912223,Peak,1911992,368,7.720427809,5.80E-15,SAOUHSC_02001,0,SAOUHSC_02002,0
NCTC8325 Genomic sequence,1894283..1894697,Peak,1894561,415,7.698348319,6.89E-15,SAOUHSC_01990,209,SAOUHSC_01991,0
NCTC8325 Genomic sequence,1135766..1136043,Peak,1135933,278,7.696193112,7.01E-15,SAOUHSC_01184,0,SAOUHSC_01185,318
NCTC8325 Genomic sequence,1840056..1840421,Peak,1840179,366,7.646642454,1.03E-14,SAOUHSC_01931,1570,SAOUHSC_01932,0
NCTC8325 Genomic sequence,374659..374928,Peak,374782,270,7.633648795,1.14E-14,SAOUHSC_00368,0,SAOUHSC_00369,601
NCTC8325 Genomic sequence,2558545..2558838,Peak,2558699,294,7.611052123,1.36E-14,SAOUHSC_02784,242,SAOUHSC_02785,0
NCTC8325 Genomic sequence,1003074..1003365,Peak,1003213,292,7.594493405,1.55E-14,SAOUHSC_01032,0,SAOUHSC_01034,0
NCTC8325 Genomic sequence,2017355..2017660,Peak,2017526,306,7.590246614,1.60E-14,SAOUHSC_02142,1049,SAOUHSC_02143,0
NCTC8325 Genomic sequence,572073..572426,Peak,572213,354,7.579992262,1.73E-14,SAOUHSC_00565,0,SAOUHSC_00567,0
NCTC8325 Genomic sequence,753830..754181,Peak,754042,352,7.514309523,2.86E-14,SAOUHSC_00771,0,SAOUHSC_00772,0
NCTC8325 Genomic sequence,2356840..2357177,Peak,2356980,338,7.487462463,3.51E-14,SAOUHSC_02565,0,SAOUHSC_02566,321
NCTC8325 Genomic sequence,535899..536269,Peak,536038,371,7.480012329,3.72E-14,SAOUHSC_00530,1384,SAOUHSC_00531,0
NCTC8325 Genomic sequence,2460424..2460677,Peak,2460555,254,7.451969927,4.60E-14,SAOUHSC_02675,923,SAOUHSC_02676,0
NCTC8325 Genomic sequence,768720..768989,Peak,768853,270,7.422466176,5.75E-14,SAOUHSC_00786,31,SAOUHSC_00787,0
NCTC8325 Genomic sequence,1089989..1090330,Peak,1090191,342,7.381456997,7.83E-14,SAOUHSC_01137,401,SAOUHSC_01138,0
NCTC8325 Genomic sequence,2459735..2460009,Peak,2459876,275,7.36720438,8.71E-14,SAOUHSC_02675,234,SAOUHSC_02676,0
NCTC8325 Genomic sequence,1727747..1728032,Peak,1727893,286,7.29502498,1.49E-13,SAOUHSC_01820,1006,SAOUHSC_01821,0
NCTC8325 Genomic sequence,2812721..2813006,Peak,2812872,286,7.291262384,1.54E-13,SAOUHSC_3042a,66,SAOUHSC_03045,13
NCTC8325 Genomic sequence,648075..648365,Peak,648214,291,7.193844881,3.15E-13,SAOUHSC_00660,0,SAOUHSC_00661,155
NCTC8325 Genomic sequence,1605875..1606155,Peak,1606015,281,7.188875005,3.27E-13,SAOUHSC_01694,240,SAOUHSC_01695,0
NCTC8325 Genomic sequence,767870..768138,Peak,768048,269,7.154952531,4.19E-13,SAOUHSC_00785,0,SAOUHSC_00786,124
NCTC8325 Genomic sequence,732847..733130,Peak,733008,284,7.151709023,4.29E-13,SAOUHSC_00747,0,SAOUHSC_00748,0
NCTC8325 Genomic sequence,2116236..2116473,Peak,2116353,238,7.131055323,4.98E-13,SAOUHSC_02284,0,SAOUHSC_02285,242
NCTC8325 Genomic sequence,2347111..2347365,Peak,2347278,255,7.123828757,5.25E-13,SAOUHSC_02551,604,SAOUHSC_02552,0
NCTC8325 Genomic sequence,67148..67412,Peak,67278,265,7.030009876,1.03E-12,SAOUHSC_00060,1221,SAOUHSC_00061,0
NCTC8325 Genomic sequence,271933..272262,Peak,272176,330,6.99467547,1.33E-12,SAOUHSC_00251,421,SAOUHSC_00253,0
NCTC8325 Genomic sequence,713847..714132,Peak,713985,286,6.97965062,1.48E-12,SAOUHSC_00729,0,SAOUHSC_00730,126
NCTC8325 Genomic sequence,685521..685786,Peak,685663,266,6.922255881,2.22E-12,SAOUHSC_00699,0,SAOUHSC_00700,0
NCTC8325 Genomic sequence,2227399..2227614,Peak,2227521,216,6.910377218,2.42E-12,SAOUHSC_02403,2594,SAOUHSC_02404,0
